no,bugis,indonesia,english,len_bugis,skor_bugis
75,"Kerja sama e he ianaritu ajjancingeng bilateral pammulang iya na tekeng Jokowi mancaji persideng. Prosesna samanna magatti' ladde' nasaba' iyaro attekengeng e ipugau' i wettunna esso akka eppa alena tudang ri jabatang barunna. Tapi sitongenna de' namagatti' makkuro. Rerie napau i, kerja sama e ro purani ipau wettunna mopa Agustus labe' e. Wettu e ro, Jokowi nappai lisu pole Bali.","Kerja sama ini merupakan perjanjian bilateral pertama yang diteken Jokowi sebagai presiden. Prosesnya tampak kilat karena penandatanganan berlangsung pada hari keempat ia menduduki jabatan barunya. Tapi sebenarnya tak sesingkat itu. Rerie mengungkapkan, kerja sama itu sudah digagas sejak Agustus lalu. Saat itu, Jokowi baru saja pulang dari Bali.","This cooperation is the first bilateral agreement signed by Jokowi as president. The process seemed quick because the signing took place on his fourth day in his new position. But actually it's not that short. Rerie revealed that this collaboration had been initiated since last August. At that time, Jokowi had just returned from Bali.",60,10
76,"Nulle sesa' tau lebbi na poji makkuliah daring nasaba manyamneng Namu alena ale ale de'na pahang pole ri penjelasang matkul. namu maraga engka tuttu pro sibawa kontra, narekko iya pribadi lebbi h pilei bere nulle pahang i materi magatti i buka paimeng kegiatang makkuliah offline ku kampus e","Mungkin sebagian orang lebih suka kuliah daring krn lebih nyaman walau mereka sendiri gak paham dengan penjelasan matkul. bagaimanapun akan selalu ada pro dan kontra, kalau aku pribadi cenderung memilih agar lebih bisa paham materi dengan secepatnya dibuka lagi kegiatan perkuliahan offline di kampus","Maybe some people prefer online lectures because they are more comfortable even though they themselves don't understand the course explanations. However, there will always be pros and cons, personally I tend to choose to be able to understand the material better by reopening offline lecture activities on campus as soon as possible.",48,10
77,"Naekiya, pelatih pole Jerman'e ro de'na maelo'i untu de na larut rilaleng sedih' e ro. Alena ma'jjanciwi untu' makkai ateddekenna ya na alami e mancaji pappeneddinna nenniya pappoji untu' paccappui ri paccappurengnge. ""Tongeng-tongeng, iyya kaminang macinnaka lao ri paccapureng paccappurengnge. Engka musim magello, naekiya makkokkoe itai aga iya wedding ripugau' ri timku,"" adanna.","Namun, pelatih asal Jerman tersebut memilih untuk tidak larut dalam kesedihan. Ia berjanji akan menjadikan kekalahan-kekalahan yang ia derita sebagai pengalaman sekaligus pemantik semangat baginya untuk menjalani laga final nanti. ""Motivasi saya begitu besar untuk menjalani laga final nanti. Kami memiliki musim yang baik, tapi sekarang mari lihat sama-sama apa yang tim saya bisa raih,"" ujarnya.","However, the German coach chose not to get lost in sadness. He promised to use the defeats he suffered as experience and to fuel his enthusiasm for the final match later. ""My motivation is very big for the final match. We have had a good season, but now let's see together what my team can achieve,"" he said.",53,10
78,"(Nappa alemh de' balaseng dendang) massu'na alemu de' mangngingkari (sibawa massessa idi' mallaingkeng nasaba' idi' pura maimang lao aya'-aya' Puang idi' wettu aya'-aya' iyehe engka lao idi'."" Alena maddoang, ""Oh Puang ta limpakengni assabbarakeng lao idi') takkala ilassanakeng aga ero iancangkeng sibawa Firaun bara' idi' de' bali' mancaji tau-tau kapere' (nappa pamateni alena laleng keadaang massera ale lao-Mu."")","(Dan kamu tidak membalas dendam) maksudnya kamu tidak mengingkari (dengan menyiksa kami melainkan karena kami telah beriman kepada ayat-ayat Tuhan kami ketika ayat-ayat itu datang kepada kami."" Mereka berdoa, ""Ya Tuhan kami, limpahkanlah kesabaran kepada kami) tatkala dilaksanakannya apa yang diancamkan oleh Firaun agar kami tidak kembali menjadi orang-orang kafir (dan wafatkanlah kami dalam keadaan berserah diri kepada-Mu."")","(And you do not take revenge) meaning you do not deny (by torturing us but because we have believed in the verses of our Lord when the verses came to us."" They prayed, ""Our Lord, grant us patience) when carrying out what Pharaoh threatened so that we do not return to being disbelievers (and let us die in a state of submission to You."")",58,10
79,"Tau-tau Mu'ming ero pura Idi' ijanjikeng untu' runtu' attulungeng Idi' yero alena ero, narekko akkuasang alena Idi' kokoi ri lino, engka jagai hubungeng alena pole Allata'ala sibawa rupatau. Alena silanju'na majjamang massempajang mappake carang ero tongeng, makkamaja' sakka' sibawa napasaluru' lao ero berha' e, nasuro makkabbua' makanja' nappa nacairi makkabbua' meja'.","Orang-orang Mukmin yang telah Kami janjikan untuk mendapatkan pertolongan Kami adalah mereka yang, apabila kekuasaan mereka Kami kokohkan di bumi, akan menjaga hubungan mereka dengan Allah dan manusia. Mereka kemudian mengerjakan salat dengan cara yang benar, membayar zakat dan menyalurkannya kepada yang berhak, menyuruh berbuat baik dan melarang berbuat jelek.","The believers to whom We have promised Our help are those who, when We establish their power on earth, will maintain their relationship with Allah and humans. They then pray in the correct way, pay zakat and distribute it to those who are entitled to it, enjoin good deeds and forbid bad deeds.",51,10
80,"""Iyyaro dipasseddi sebagai kun'yomi pole seddi karakter, nasaba karakter ripakei bawang untu' bettuang (de gaga akkada Cina), tennia sebagai ateji, iyanaritu klasifikasi ripakei wettunna istilah pinjaman napakkeguna toni sadda engkae bawang (pappada天麩羅 'tempura'), iyyare'ga sebagai seddi kombinasi sibawa bettuang bawang (pappada ri lalenna 煙草 - sadda タバコ de'na wedding ribage mancaji baca karakter individu).""","""Ini digolongkan sebagai kun'yomi dari satu karakter, karena karakter digunakan hanya untuk makna (tanpa pelafalan Cina), bukan sebagai ateji, yang merupakan klasifikasi yang digunakan ketika istilah pinjaman menggunakan suara yang ada saja (seperti天麩羅 'tempura'), atau sebagai suatu gabungan dengan makna saja (seperti dalam 煙草 - suara タバコ tidak dapat dipecah menjadi pembacaan karakter individu).""","""It is classified as a kun'yomi of one character, because the character is used only for meaning (without Chinese pronunciation), not as ateji, which is the classification used when a loan term uses existing sounds only (as in 天麩羅 'tempura'), or as a compound with meaning only (as in 煙草 - the sound タバコ cannot be broken down into individual character readings).""",54,10
81,"Monarch iyya mateppe makkeda Titans sibawa Godzilla makkuraga coexists sibawa rupa taue, saliwenna ro engka pamarenta iyya maelo pempunui maneng i Titans e, nennia yamanenna teroris e iyya narasa alena rupa tau iyanaritu doko lao ri linoe gangkanna Titans parellu napaccappu umma manusia e nennia naselamatkang i cedde rupa taue bare linoe wedding ripassalama to.","Monarch yang percaya bahwa Titans dan Godzilla berusaha coexists dengan manusia, sementara itu ada pemerintah yang ingin membinasakan semua Titans, dan para teroris yang merasa manusia merupakan penyakit bagi bumi sehingga Titans perlu membinasakan umat manusia dan menyelamatkan sedikit manusia agar bumi bisa diselamatkan.","Monarch believes that Titans and Godzilla are trying to coexist with humans, meanwhile there is a government that wants to destroy all Titans, and terrorists who feel that humans are a disease for the earth so that the Titans need to destroy humanity and save a few humans so that the earth can be saved.",55,10
82,"Narekko alena millau ising laomu untu' pennoi sebageang apperelluang alena, jaji isingkengni tau ero alemu kehendaki untu' lao, narekko alemu mitai engka pattanra-tanra apperelluang maddesa' ero mahharusukeng alena lao wettu assibawang ero de' paharusu' alena engka ri koe? Tapi'na makkaro, millauni ampungeng Allata'ala untu' alena nasaba' allaoang alena ero pada bawengni de'na wedding ero.","Jika mereka meminta izin kepadamu untuk memenuhi sebagian keperluan mereka, maka izinkanlah orang yang kamu kehendaki untuk pergi, jika kamu lihat ada tanda-tanda keperluan mendesak yang mengharuskan mereka pergi selagi pertemuan itu tidak mengharuskan mereka berada di situ? Namun demikian, mintakanlah ampunan Allah untuk mereka karena kepergian mereka yang sama sekali tidak pantas itu.","If they ask you for permission to fulfill some of their needs, then allow the person you want to leave, if you see signs of urgent need that requires them to leave while the meeting does not require them to be there? However, ask Allah for forgiveness for them because their departure was completely inappropriate.",54,10
83,"Namo maga dokona watangkale ta, naiyakiya manessa engka masa kega akan naalami perobahang iyanaritu wettu idi' mapunna anak matuk e. Watangkalena tau e makunrai akan naalami perobahang drastis wettu matengngang matampuk. Hal ye wajar nasaba janin iya itampuk pedek maloppo pole esso lao esso na iyacciori meningkatna tanek watangkale emmak selama masa atampukeng.","Sekurus apapun tubuh kita, tapi pasti ada masa dimana akan mengalami perubahan yaitu saat kita mwmpunyai anak nantinya. Tubuh seorang wanita akan mengalami perubahan drastis ketika sedang hamil. Hal ini wajar karena janin yang dikandung semakin membesar dari hari ke hari dan diikuti meningkatnya berat badan ibu selama masa kehamilan.","No matter how skinny our bodies are, there will definitely be a time when they will experience changes, namely when we have children. A woman's body will experience drastic changes when she is pregnant. This is normal because the fetus being conceived is getting bigger day by day and is followed by an increase in the mother's weight during pregnancy.",53,10
84,"Miley Cyrus makkeda alena purai mabbaja pole ri ganja, alkohol nennia penutup bokong, nennia makkokkoe siap-siap untu' mappallebbang gelleng baru iya nulle e nassabari tau e nallupai gelleng bandie ri dunia musik pop. Ri laleng wawancara sibawa majalah Billboard, iyaro bintang Disney marioloe makkedai maeloi mattinettori ri koleksi lagu barunna iyae lisu ri ade'na musik negara iaya mancadi akarna.","Miley Cyrus mengatakan ia sudah menjauhi ganja, alkohol dan penutup puting, kini ia siap menggelontorkan musik baru yang bisa membuat orang melupakan imejnya sebagai cewek bandel di dunia musik pop. Dalam wawancara dengan majalah Billboard, mantan bintang Disney ini mengaku ingin fokus pada koleksi lagu terbaru yang kembali pada musik country yang menjadi akarnya.","Miley Cyrus says she has stayed away from marijuana, alcohol and nipple covers, now she is ready to release new music that can make people forget her image as a bad girl in the world of pop music. In an interview with Billboard magazine, the former Disney star admitted that he wanted to focus on a new collection of songs that returned to his country music roots.",59,10
85,"(Makkutoni ro) pada e riwettu Idi pura tuttung alemu lao rialena. (I pancajiki) hai Muhammad (mancaji umma pattengga) bettuanna mancaji umma adili sibawa pappile, (bere mancaji to saksi pole ri padanna rupatau) ri esso kiyame' makkeda rasul-rasul na pura palettui risalah Ki alena (sibawa bere rasul mancaji saksi pole ri alemu maneng) makkeda ia pura pekerti risalahnya rialemu.","(Demikian pula) sebagaimana Kami telah membimbing kamu padanya. (Kami jadikan kamu) hai Muhammad (sebagai umat yang pertengahan) artinya sebagai umat yang adil dan pilihan, (agar kamu sekalian menjadi saksi terhadap umat manusia) pada hari kiamat bahwa rasul-rasul mereka telah menyampaikan risalah kepada mereka (dan agar rasul menjadi saksi terhadap kamu sekalian) bahwa ia telah menyampaikan risalahnya kepadamu.","(Likewise) as We have guided you to it. (We made you) O Muhammad (as a middle nation) meaning as a just and chosen people, (so that you may all be witnesses to mankind) on the Day of Judgment that their messengers have conveyed the message to them (and so that the apostle will be a witness to you all) that he has conveyed his message to you.",58,10
86,"Ternyata dokter pribadi keluarga Alex pura cukup berumur. Agagae we wedding lerita pole janggut iyya malampe na mulai meputih isba isinna iyya pura megani isellei sibawa isi ulaweng. Makko lettu ri bola Udin, alena dengan cekatan memeriksa kondisi Udin iyya mattengang masemmeng isertai keringat dingin na flu. Dokter ero aga mita yakko sang nenek tuli terbatuk-batuk.","Ternyata dokter pribadi keluarga Alex sudah cukup berumur. Hal ini bisa terlihat dari janggut yang panjang dan mulai memutih dan giginya yang sudah banyak diganti dengan gigi emas. Begitu sampai di rumah Udin, dia dengan cekatan memeriksa kondisi Udin yang sedang demam disertai keringat dingin dan flu. Dokter itu juga melihat kalau sang nenek selalu terbatuk-batuk.","It turns out that Alex's family doctor is quite old. This can be seen from his long, graying beard and his teeth, which have been replaced with gold teeth. As soon as he arrived at Udin's house, he deftly checked Udin's condition, who had a fever accompanied by cold sweats and flu. The doctor also saw that the grandmother was always coughing.",56,10
